SKU,name,uvas,añada,D.O.,tipo_crianza,meses_barrica,tipo_vino,proveedor,final_price,description,descripcion_combinada
VB-HABLA-DE-TI,Vino Blanco Habla de ti,Sauvignon Blanc,2022,V.T. Extremadura,Joven,Sin paso por barrica,Vino Blanco,Carbonicas Alvarez S.L.,8.3,"El Vino Blanco Habla de ti de Bodegas Habla, nos presenta este vino blanco de la Denominación de Origen V.T. Extremadura, elaborado a partir de las variedades de uvas 100% Sauvignon Blanc.
Recibió el premio como el mejor vino blanco de España por la Asociación Española de Periodistas y Escritores de Vino (AEPEV), en un concurso celebrado en el mes de enero de 2015 para dilucidar los mejores vinos de España.
Las uvas utilizadas para realizar este vino proceden de vides jóvenes en un terreno a 450 metros sobre el nivel del mar, los suelos son franco-arenosos y el clima tiene gran variación. Después de la cosecha, las uvas se transportan a la bodega, donde se fermentan durante 2 meses en tanques de acero inoxidable a una temperatura controlada de 9-10ºC. Al finalizar el proceso, el vino descansa por 5 meses en sus lías en los mismos tanques.
Bodegas Habla
Bodegas Habla (Trujillo, Extremadura) posee 200 hectáreas de tierra difícil, finca de pizarra, poco fértil y exigente, pero que sabe cómo cuidar a la planta. Una tierra que obliga a sacar lo mejor de cada cepa y que dota a las variedades de uva de una fuerte personalidad para así producir unos vinos únicos.
En el medio de estas doscientas hectáreas de terreno que ya los griegos cultivaron en la antigüedad, se alza el edificio que acoge a la bodega, una de las más avanzadas de España: su labor de investigación alcanza todos los ámbitos y procesos que tienen que ver con la viticultura y enología. Se buscan los mejores asesores en cada campo y las últimas técnicas disponibles.
Algunos estudios enológicos realizados por Bodegas Habla se han llevado a cabo en colaboración con importantes institutos españoles e internacionales, como por ejemplo las Universidades de Zaragoza, Burdeos y Berkeley, el E.N.S.A. de Montpellier y la E.T.S.I.A. de Madrid.
V.T. Extremadura
Vinos de la Tierra de Extremadura es una indicación geográfica protegida utilizada para designar los vinos elaborados con uvas producidas en las zonas vitícolas de la comunidad autónoma de Extremadura, una de las primeras regiones productoras de vino en España.
Los vinos extremeños son limpios, con aromas francos, en boca equilibrados y muy varietales y gozan de una muy buena reputación a nivel mundial, como lo demuestran los numerosos premios nacionales e internacionales obtenidos.
Si tiene alguna duda a la hora de comprar Vino Blanco Habla de ti, póngase en contacto con el sumiller de nuestra tienda online de vinos y le asesorará sin compromiso.",Sauvignon Blanc 2022 V.T. Extremadura Joven Sin paso por barrica Vino Blanco Carbonicas Alvarez S.L. 8.3
VTVIALGRRS,Vino Tinto Viña Albina Gran Reserva,Graciano|Mazuelo|Tempranillo,2014,D.O.C. Rioja,Gran Reserva,30 meses,Vino Tinto,BODEGAS RIOJANAS S.A.,14.9,"El Vino Tinto Viña Albina Gran Reserva es un vino seleccionado de las mejores añadas. Representante de los vinos clásicos de Rioja Alta. Tiene un estilo clásico y elegante, para disfrutar en eventos familiares, en pareja, o como lo desees.
Elaboración 
Las variedades de uva con que se elabora este vino son: 80% Tempranillo, 15% Mazuelo, 5% Graciano. Desde los viñedos de Cenicero, Sonsierra y Villalba de La Rioja. Se trabaja con una vinificación tradicional con uvas despalilladas y trituradas con un largo período de maceración y controles de fermentación. Su envejecimiento es durante 24 a 30 meses en barricas de roble americano con trasiegos apropiadamente sincronizados. Además es envejecido en la botella durante al menos 36 meses antes de ser lanzado al mercado.
Si tiene alguna duda a la hora de comprar Vino Tinto Viña Albina Gran Reserva, póngase en contacto con el sumiller de nuestra tienda online de vinos y le asesorará sin compromiso.",Graciano|Mazuelo|Tempranillo 2014 D.O.C. Rioja Gran Reserva 30 meses Vino Tinto BODEGAS RIOJANAS S.A. 14.9
VB-LAR-DE-PAULA-RESERVA-ED-LIMITADA,Vino Blanco Lar de Paula Reserva Edición Limitada,Malvasía|Viura,2016,D.O.C. Rioja,Fermentado en Barrica,12 meses,Vino Blanco,"BODEGAS HEREDAD DE BAROJA, S.L.",18.0,"Vino Blanco Lar de Paula Reserva Edición Limitada
 
Vino Blanco elaborado por la Bodega Lar de Paula, perteneciente a la D.O.Ca. Rioja. Este vino blanco está elaborado con las variedades de uva Viura y Malvasía.
 
Los viñedos de los que proceden las uvas con las que se elabora este vino tienen más de 60 años de antigüedad.
 
Este vino tiene una crianza de 12 meses en barricas de roble francés, la crianza se finaliza en botella durante un mínimo de 12 meses más hasta su salida al mercado.
 
Si tiene alguna duda a la hora de comprar el Vino Blanco Lar de Paula Reserva Edición Limitada, póngase en contacto con el sumiller de nuestra tienda online que le asesorará sin compromiso.
 ","Malvasía|Viura 2016 D.O.C. Rioja Fermentado en Barrica 12 meses Vino Blanco BODEGAS HEREDAD DE BAROJA, S.L. 18.0"
VT-LAR-DE-PAULA-CRIANZA-MAGNUM,Vino Tinto Lar de Paula Crianza Magnum,Tempranillo,2018,D.O.C. Rioja,Crianza,14 meses,Vino Tinto,"BODEGAS HEREDAD DE BAROJA, S.L.",16.8,"Vino Tinto Lar de Paula Crianza
Elaborado por la Bodega Lar de Paula con uva de la variedad Tempranillo. Este vino pertenece a la D.O.Ca Rioja.
 
Los viñedos de los que procede la uva con la que se elabora este vino tienen más de 30 años de antigüedad y están ubicados en suelos arcillosos.
 
La crianza de este vino se lleva a cabo durante 14 meses en barricas de roble francés y americano, posteriormente pasa como mínimo 6 meses en botella antes de su comercialización.
 
Si tiene alguna duda a la hora de comprar el Vino Tinto Lar de Paula Crianza, póngase en contacto con el sumiller de nuestra tienda online que le asesorará sin compromiso.","Tempranillo 2018 D.O.C. Rioja Crianza 14 meses Vino Tinto BODEGAS HEREDAD DE BAROJA, S.L. 16.8"
VT-LAR-DE-PAULA-RESERVA-ESPECIAL-MAGNUM,"Vino Tinto Lar de Paula Reserva Especial Magnum 1,5L.",Tempranillo,2016,D.O.C. Rioja,Crianza,14 meses,Vino Tinto,"BODEGAS HEREDAD DE BAROJA, S.L.",25.0,"Vino Tinto Lar de Paula Reserva Especial
 
Monovarietal elaborado con uva de la variedad tempranillo 100%, por la Bodega Lar de Paula, perteneciente a la D.O.Ca Rioja.
 
Los viñedos de los que proceden las uvas con las que se elaboran este vino tienen una antigüedad de más de 40 años.
 
La crianza de este vino se lleva a cabo durante  26 meses en barricas de roble europeo y americano.
 
SI tiene alguna duda a la hora de comprar Vino Tinto Lar de Paula Reserva Especial, póngase en contacto con el sumiller de nuestra tienda online que le asesorará sin ningún compromiso.
 
 
 
 
 
 
 
 
 
 
 
 
 
 ","Tempranillo 2016 D.O.C. Rioja Crianza 14 meses Vino Tinto BODEGAS HEREDAD DE BAROJA, S.L. 25.0"
VT-VEGANO-EL-CUARTO-TEMPRANILLO,Vino Tinto Vegano El Cuarto Tempranillo,Tempranillo,2018,D.O.C. Rioja,Roble,6 meses,Vino Tinto,"Bodegas Patrocinio, S.C.L.",7.11,"VINO TINTO VEGANO EL CUARTO TEMPRANILLO: Este vino tinto es un monovarietal de uva 100% tempranillo, elaborado por la Bodega Patrocinio perteneciente a la D.O.Ca Rioja. Es un vino con certificado de Vino Vegano.
Los viñedos de los que proceden estas uvas son Viñedos de Altura ubicados en la Rioja Alta. Este vino tiene un paso de unos seis meses  en barricas de roble.
La temperatura ideal de servicio de este vino está entre los 16 y los 18º.
Si tiene alguna duda a la hora de comprar  VINO TINTO VEGANO EL CUARTO TEMPRANILLO, póngase en contacto con el sumiller de nuestra tienda online de vinos y le asesorará sin compromiso.","Tempranillo 2018 D.O.C. Rioja Roble 6 meses Vino Tinto Bodegas Patrocinio, S.C.L. 7.11"
VT-LAVIA-ORIGEN,Vino Tinto Lavia Origen,Monastrell,2014,D.O. Bullas,Crianza,12 meses,Vino Tinto,MG Wines Group S.L.,22.23,"El Vino Tinto Lavia Origen de D.O. Bullas tiene una variedad de uva 100% Monastrell proveniente de viñedos de más de 50 años de antiguedad, el suelo de este viñedo es aluvial profundo de base caliza, es pobre en materia orgánica y la presencia de arcilla se da en granos de pieles más espesas.
La vinificación es manual, para la elaboración de este vino se macera en 10 días bajo temperatura controlada, tiene una fermentación maloláctica y posterior crianza con 12 meses en barrica de Roble Francés. La añada 2014 del Vino Lavia Origen obtuvo 91 puntos Rober Parke's Wine Advocate.
Los vinos de Lavia, son vinos con mucha artesanía, estos vinos nacen de la tierra ubicada en Venta del Pino, donde existe gran riqueza paisajística y fuerte carácter vitícola, es ahí donde se ubican pagos de la variedad Monastrell a una altura de 800 metros sobre el nivel del mar.
Si tiene alguna duda a la hora de comprar Vino Tinto Lavia Origen, póngase en contacto con nuestro sumiller y le asesorará sin compromiso.",Monastrell 2014 D.O. Bullas Crianza 12 meses Vino Tinto MG Wines Group S.L. 22.23
PACK-2BOTELLAS-VINO-BLANCO-CURIOSO-VERDEJO,Pack 2 Botellas Vino Blanco Liberso Curioso Verdejo,Verdejo,2016,D.O. Rueda,Fermentado en Barrica,6 meses,Vino Blanco,BODEGAS DE CRIANZA DE POZALDEZ SL,33.8,"Pack 2 botellas vino Blanco Liberso Curioso Verdejo
Durante 15 día disfruta de este pack, con un 50% de descuento en la segunda botella.
El Vino Blanco Liberso es un vino perteneciente a la denominación de origen  Rueda con variedad de uva 100% Verdejo.
El Vino Blanco Liberso es el primer vino de esta bodega, curioso, diferente, fruto de las ganas de descubrir los límites de una variedad tan polivalente como la verdejo.
Para conseguir el Vino Blanco Liberso elaboraron 18 vinos diferentes; el primero de ellos en un depósito de acero inoxidable a temperatura controlada y criado con sus lías durante 6 meses para conservar su naturalidad. Por otro lado, elaboramos individualmente 17 vinos fermentados y criados durante 6 meses en barrica de roble francés, americano y húngaro de 12 de los mejores toneleros del mundo y en 3 volúmenes diferentes 225, 300 y 500 litros.
En esta cosecha elaboraron 15.000 botellas para poder controlar todos los parámetros de calidad de Liberso con criterios de máxima exigencia.
Si tiene alguna duda a la hora de comprar Vino Blanco Liberso Curioso Verdejo, póngase en contacto con el sumiller de nuestra tienda online de vinos y le asesorará sin compromiso.",Verdejo 2016 D.O. Rueda Fermentado en Barrica 6 meses Vino Blanco BODEGAS DE CRIANZA DE POZALDEZ SL 33.8
VT-RESERVA-CUEVA-DE-LOS-JUDIOS,Vino Tinto Cueva de los Judíos Reserva,Cabernet Sauvignon|Tempranillo,2016,D.O. Mondejar,Reserva,18 meses,Vino Tinto,BODEGAS MARISCAL,7.25,"Cueva de los Judíos es un vino tinto Reserva, que pertenece a la D.O. Mondejar; este vino es elaborado con las variedades de uva: Tempranillo y Cabernet Sauvignon.
90% Tempranillo 10% Cabernet Sauvignon.
El viñedo tiene más de 40 años de antigüedad, es de suelo rojo, sobre sedimentos limoarcillosos, con grava; con paisaje ondulado, de pendientes suaves y suelo profundo; además la textura es francoarcillo-arenosa, de buena permeabilidad y aireación, es pobre en materia orgánica y fósforo rico en potasio. El clima de la zona es tipo mediterráneo templado, se presenta con veranos cálidos e inviernos fríos que favorece a la uva para su maduración completa.
ElaboraciónEl sistema usado para la elaboración de este vino es el tradicional de fermentación en presencia de los hollejos, pero elaborado con vocación de reserva, es decir, con uva adecuadamente madura, de importante acidez y gran concentración antociánica. Este vino tiene una permanencia de 18 meses en barrica de roble, con este consigue una crianza oxidativa que le permite soportar la permanencia en botella 18 meses.
Si tiene alguna duda a la hora de comprar Vino Tinto Reserva Cueva de los Judíos, póngase en contacto con nuestro sumiller y le asesorará sin compromiso.",Cabernet Sauvignon|Tempranillo 2016 D.O. Mondejar Reserva 18 meses Vino Tinto BODEGAS MARISCAL 7.25
VT-SENORIO-DE-MARISCAL-CRIANZA,Vino Tinto Señorío de Mariscal Crianza,Cabernet Sauvignon,2015,D.O. Mondejar,Crianza,12 meses,Vino Tinto,BODEGAS MARISCAL,4.59,"Vino Tinto Señorío de Mariscal Crianza se elabora de las variedades Tempranillo y Cabernet Sauvignon de viñas de más de 40 años de viajes de estilo secano. Procedente de la D.O. Mondéjar, de un suelo de color rojizo sobre sedimientos limoarcillosos, con grava. Corresponde a una vista andulado, de pendientes delicadas, suelos con profundidad, textura francoarcillo-arenosa, buena filtración y aireación, pedregosidad escasa, caliza, de pequeños tamaño alcalino, escaso en materia orgánica y fosforo prospero en potasio.
Climatología:
El clima de la zona es tipo mediterráneo templado, con veranos cálidos e iviernos fríos. Favorece la vejez completa de la uva en los villeros de D.O. Mondéjar. 
Elaboraciónٗ:
Se utiliza un sistema común de los tiempos de fermentación en presencia de los hollejos, pero elaborado con vocación de ahorro, es decir, con uvas adecuadamente madura, de importante acidez y gran densidad antocianina. Temperatura de fermentación solides suavemente cálida en depósitos de hormigón, con larga maceración, incluso post-fermentativa para llegar una mayor riqueza polifenólica.
Su duración en barrica de roble le hace favorecer una crianza oxidativa que le permite soportar perfectamente la duración en la botella. Reposa en 12 meses en barricas de roble y 12 meses en botellas. 
Si tiene alguna duda a la hora de comprar Vino Tinto Señorío de Mariscal Crianza póngase en contacto con el sumiller de nuestra tienda online de vinos y le asesorará sin compromiso.     ",Cabernet Sauvignon 2015 D.O. Mondejar Crianza 12 meses Vino Tinto BODEGAS MARISCAL 4.59
VT-HU-HA-PREMIUM,Vino Tinto HU-HA Premium - El vino de Chimo Bayo,Bobal,2020,D.O. Valencia,Roble,3 meses,Vino Tinto,Bodegas Antonio Arráez S.L.,4.9,"El Vino Tinto HU -HA Premium es un technovino que pertenece a la D.O. Valencia, es elaborado con las uvas de variedad 100% Bobal.
Este Techno-Vino fue elaborado como un homenaje a la época de los 90, a toda la maravilla que se vivió y dejó aquellos tiempos, el hedonismo de masas, liberación, música, innovación, rebeldía y lo más importante el buen rollo.
HU - HA es el grito de guerra de Chimo Bayo, DJ Valenciano por excelencia de la Ruta del Bakalao, que marcó toda una generación. Como diría el propio Chimo Bayo, “ Hu-Ha es conectar con las personas ”. Es una invitación pura y dura adisfrutar más de la vida.
Brindemos por ello con un buen... ¡Hu-Ha!
Viñedo El viñedo está situado al oeste de la provincia de Valencia a 700 m de altitudy sus suelos son arcillosos. El clima en esta zona es Continental influenciado por el mar.
Se recomienda consimir enter 12º y 15ºC
Si tiene alguna duda a la hora de comprar  Vino Tinto HU -HA Premium, póngase en contacto con nuestro sumiller y le asesorará sin compromiso.",Bobal 2020 D.O. Valencia Roble 3 meses Vino Tinto Bodegas Antonio Arráez S.L. 4.9
VT-TINTO-RUDA-CARDINAL,Vino Tinto Ruda Cardinal,Syrah,2014,IGP Vino de la Tierra de Castilla,Crianza,12 meses,Vino Tinto,VIÑA RUDA,6.7,"Vino tinto Ruda Cardinal se elabora con la variedad Syrah al 100% , luego de alcanzar un nivel de maduración equilibrado tanto en la piel como en la pulpa, pasa por un proceso de despalillar, se procede a su encubado en depósitos especiales para su fermentación. Para la fermantación alcohólica, se utilizaron levaduras seleccionadas, la crianza se la realiza en barricas nuevas durante 12 meses y  6 meses en botella.
Es uno de los vinos que expresan la personalidad, carácter, moderno y original de la bodega Viña Ruda.
Recomendaciones Gastronómicas:Debido a su duración de crianza en barrica, se recomienda su decantación o aireado antes para que el vino pueda mostrar todo su valor o su guarda en un lugar séptico, a temperatura regulada y en ausencia de luz para preservar todas sus características organicistas.
Recomendamos acompañarlo con Carnes de caza (ciervo, jabalí, conejo); Carne de pavo; Cerdo Ibérico; Comidas especiadas (picantes); Embutidos y Quesos de cabra.
Si tiene alguna duda a la hora de comprar Vino tinto Ruda Carnival  póngase en contacto con el sumiller de nuestra tienda online de vinos y le asesorará sin compromiso.",Syrah 2014 IGP Vino de la Tierra de Castilla Crianza 12 meses Vino Tinto VIÑA RUDA 6.7
VT-BUCHE-ZONA-DEL-RAPOSO,Vino Tinto Buche Zona del Raposo,Tempranillo,2021,V.T. Extremadura,Crianza,6 meses,Vino Tinto,Bodegas Occidente S.L.,7.47," Vino Tinto Buche ""Zona del Raposo""
El Vino Tinto Buche es elaborado con la variedad tempranillo por Bodegas Occidente y pertenece a Vino de la Tierra de Extremadura.
100% Tempranillo
El ViñedoEn el viñedo la variedad Tempranillo es plantado en espaldera y sin riego. Sus suelos son arcillosos procedentes de una zona con altitud 560 metros sobre el nivel del mar.
El Raposo, es como se conoce a esta zona donde se encuentra un balneario con un microclima particular, esto produce una zona muy fresca con un cambio térmico entre el día y la noche.
 
La Vendimia La vendimia se la efectúa de forma manual, teniendo en cuenta la selección de racimos tanto en el viñedo como en la bodega.
 
Finalmente este vino es envejecido durante 6 meses en barricas de roble francés y americano.
 
Si tiene alguna duda a la hora de comprar Vino Tinto Buche póngase en contacto con el sumiller de nuestra tienda online de vinos y le asesorará sin compromiso.",Tempranillo 2021 V.T. Extremadura Crianza 6 meses Vino Tinto Bodegas Occidente S.L. 7.47
