SKU,name,description,final_price,uvas,proveedor,añada,D.O.,tipo_crianza,meses_barrica,tipo_vino
VB-TOBELOS-FERMENTADO-BARRICA,Vino Blanco Tobelos Fermentado en Barrica,"<p>El V<strong>ino Blanco Tobelos Fermentado en Barrica</strong> est&aacute; elaborado con las variedades de uvas&nbsp;<strong><b>90% de Viura, 10% de Sauvignon Blanc</b></strong>&nbsp;por la Bodega Tobelos, perteneciente a la <strong>Denominaci&oacute;n de Origen Calificada Rioja.</strong></p>
<p>&nbsp;</p>
<p>Vino elaborado con una pre-fermentaci&oacute;n fr&iacute;o y prensado vertical. La fermentaci&oacute;n alcoh&oacute;lica del mosto Viura se hace en barricas de robles franc&eacute;s, y el Sauvignon blanc fermenta en dep&oacute;sito ovoide de hormig&oacute;n. Ambos tienen una crianza con sus l&iacute;as durante 6 meses, con batonnage diario.</p>
<p>&nbsp;</p>
<p>Criado en barricas de roble franc&eacute;s durante 6 meses.</p>
<p>&nbsp;</p>
<p>La temperatura ideal de servicio de este vino est&aacute; entre los 8 y los 12&ordm;.</p>
<p>&nbsp;</p>
<p>Si tiene alguna duda a la hora de comprar&nbsp;V<strong>ino Blanco Tobelos Fermentado en Barrica,&nbsp;</strong>p&oacute;ngase en contacto con el sumiller de nuestra tienda online que le asesorar&aacute; sin compromiso.</p>",9.0,Garnacha|Viura,TOBELOS BODEGAS Y VIÑEDOS S.L.,2017,D.O.C. Rioja,Fermentado en Barrica,6 meses,Vino Blanco
VT-TOBELOS-GARNACHA,Vino Tinto Tobelos Garnacha,"<p>El V<strong>ino Tinto Tobelos Garnacha </strong>est&aacute; elaborado por la Bodega Tobelos con uvas de la variedad&nbsp;100% Garnacha, perteneciente a la <strong>D.O.Ca. Rioja.</strong>&nbsp;</p>
<p>La elaboraci&oacute;n de este vino se lleva a cabo mediante una maceraci&oacute;n prefermentativa en fr&iacute;o. Despu&eacute;s de la fermentaci&oacute;n alcoh&oacute;lica, la maceraci&oacute;n post-fermentiva se hace con sus hollejos. La fermentaci&oacute;n malol&aacute;ctica se hace en barricas con sus l&iacute;as.</p>
<p>El envejecimiento se realiza en barricas de roble franc&eacute;s y americano durante 12 meses, posteriormente&nbsp; se lleva a cabo una crianza en botella de 8 meses.</p>
<p>Si tiene alguna duda a la hora de <strong>comprar el</strong>&nbsp;Vi<strong>no Tinto Tobelos Garnacha&nbsp;</strong> p&oacute;ngase en contacto con el sumiller de nuestra tienda online que le asesorar&aacute; sin compromismo</p>",15.6,Garnacha,TOBELOS BODEGAS Y VIÑEDOS S.L.,2016,D.O.C. Rioja,Crianza,12 meses,Vino Tinto
VT-TOBELO-CRM,Vino Tinto Tobelos Tempranillo Crianza Magnum,"<p>El V<strong>ino Tinto Tobelos Tempranillo Crianza Magnum&nbsp;</strong>est&aacute; elaborado con <strong>uva 100% Tempranillo</strong> por la<strong> Bodega Tobelos&nbsp;</strong>perteneciente a la <strong>D.O.Ca Rioja.</strong></p>
<p>La&nbsp; fermentaci&oacute;n alcoh&oacute;lica de este vino se lleva a cabo en cubas inox. La maceraci&oacute;n post-fermentaci&oacute;n se hace con los hollejos de uvas, y despu&eacute;s la fermentaci&oacute;n malol&aacute;ctica se hace en las mismas cubas.</p>
<p>El envejecimiento se hace en barricas de robles franceses, americanos y de centroeuropeo durante 13 meses.</p>
<p>Si tiene alguna duda a la hora de <strong>comprar VIno Tinto Tempranillo Magnum</strong> p&oacute;ngase en contacto con el sumiller de nuestra tienda online que le asesorar&aacute; sin compromiso.</p>",22.0,Tempranillo,TOBELOS BODEGAS Y VIÑEDOS S.L.,2015,D.O.C. Rioja,Crianza,13 meses,Vino Tinto
VT-TINTO-TAHON-TOBELOS-RESERVA-MAGNUM,Vino Tinto Tahón de Tobelos Reserva Magnum,"<p>El V<strong>ino tinto Tah&oacute;n de Tobelos Reserva Magnum, es un vino est&aacute; elaborado con uva de la variedad 100% Tempranillo</strong>&nbsp;pertenece a la <strong>Denominaci&oacute;n de Origen Rioja.</strong></p>
<p>Este vino tiene fermentaci&oacute;n alcoh&oacute;lica de 14 d&iacute;as y un total de 22 d&iacute;as de maceraci&oacute;n con los hollejos. La fermentaci&oacute;n malol&aacute;ctica se hace en barricas nuevas.</p>
<p>El envejecimiento se lleva a cabo en barricas de roble frances y americano durante 14 meses.</p>
<p>Si tiene alguna duda&nbsp; a la hora de <strong>comprar el&nbsp;</strong>V<strong>ino tinto Tah&oacute;n de Tobelos Reserva Magnum</strong> p&oacute;ngase en contacto con el sumiller de nuetsra tienda online que le asesorar&aacute; sin compromiso.</p>",43.0,Tempranillo,TOBELOS BODEGAS Y VIÑEDOS S.L.,2013,D.O.C. Rioja,Reserva,14 meses,Vino Tinto
VB-TRES-PILARES-FB,Vino Blanco Tres Pilares Fermentado en Barrica,"<p><strong>Vino Blanco Tres Pilares Verdejo Fermentado en Barrica</strong> elaborado a partir de uvas seleccionadas de la variedad <strong>Verdejo</strong> procedentes de las mejores parcelas de la bodega, incluidas en la<strong> Denominación de Origen Rueda</strong>, se elabora<strong> Tres Pilares,</strong> siguiendo la tradición familiar transmitida durante generaciones.</p>
<p>La fermentación en barrica durante 6 meses da como resultado un verdejo con un toque especial de madera pero sin perder su frescura, lo que lo hace único.</p>
<p>Si tiene alguna duda a la hora de <strong> comprar el Vino Blanco Tres Pilares Verdejo Fermentado en Barrica</strong> póngase en contacto con el sumiller de nuestra tienda online que le asesorá sin compromiso.</p>",10.5,Verdejo,BODEGA TRES PILARES SDAD COOP,2018,D.O. Rueda,Fermentado en Barrica,6 meses,Vino Blanco
VINO-PX-ALVEAR-1927,Vino Pedro Ximenez Alvear 1927,"<p>Este <strong>Vino Pedro Ximenez Alvear 1927</strong> está elaborado con uva de la variedad<strong> Pedro-Ximénez</strong>, y pertenece a la <strong>Denominación de Origen Montilla-Moriles.</strong></p>
<p>Vino elaborado con una crianza de cinco años en botas de roble americano, mediante el tradicional sistema de criaderas y soleras, con sacas y rocíos periódicos.</p>
<p><span style=""font-size: 18px;""><strong>Bodegas Alvear</strong></span></p>
<p><span style=""font-weight: 400;"">Bodegas Alvear es una bodega histórica ubicada en la ciudad de Montilla, en la provincia de Córdoba, España. Fundada en 1729, es la bodega más antigua de Andalucía y una de las más antiguas de España. Es conocida por su producción de vinos generosos, especialmente los vinos de Jerez y Montilla-Moriles. La bodega cuenta con una extensa colección de vinos añejos que datan del siglo XIX, y es reconocida como una de las principales bodegas de la región. Actualmente, Bodegas Alvear es dirigida por la familia Alvear, que ha mantenido la tradición y la calidad de sus vinos a lo largo de los años.</span></p>
<p><span style=""font-weight: 400;"">Los viñedos de Bodegas Alvear generalmente se cultivan en suelos muy calcáreos. En la zona se distinguen dos tipos: Albarizas o alberos, suelos muy calizos y permeables, con poco contenido de materia orgánica y baja productividad, donde se obtienen las uvas de maduración más largas y equilibradas; y los ruedos, suelos rojizos debido a la presencia de sales de hierro, anteriormente.</span></p>
<p>Si tienes alguna duda a la hora de comprar<strong> Vino Pedro Ximenez Alvear 1927</strong> póngase en contacto con el sumiller de nuestra tienda online que le asesorará sin compromiso.</p>",14.6,Pedro Ximénez,Carbonicas Alvarez S.L.,Sin Añada,D.O. Montilla Moriles,Criaderas y Soleras,60 meses,Vino Blanco
VG-SOLERA-CREAM-ALVEAR,Vino Generoso Solera Tia Sabina Cream Alvear,"<p><strong>Vino Generoso Solera Cream Alvear</strong></p>
<p>Este<strong> vino blanco Solera Cream Alvear</strong> es elaborado con <strong>100% de Pedro-Xim&eacute;nez</strong>, y pertenece a la<strong> Denominaci&oacute;n de Origen Montilla-Moriles.</strong></p>
<p>Vino envejecido en botas de roble americano. Este Cream se consigue al a&ntilde;adir a la solera del oloroso Asunci&oacute;n vino dulce de Pedro Xim&eacute;nez. Ambos vinos envejecen juntos en el sistema de soleras durante al menos 3 a&ntilde;os.</p>
<p>Si tienes alguna duda a la hora de <strong>comprar el Vino Generoso Solera Cream Alvear</strong> p&oacute;ngase en contacto con el sumiller de nuestra tienda online que le asesorar&aacute; sin compromiso.</p>",9.63,Pedro Ximénez,Carbonicas Alvarez S.L.,Sin Añada,D.O. Montilla Moriles,Criaderas y Soleras,36 meses,Vino Blanco
VT-PALACIO-QUEDAMO-CRIANZA,Vino Tinto Palacio Quemado Crianza,"<p>El <strong>Vino Tinto Palacio Quemado Crianza</strong> es elaborado con las uvas<strong> Cabernet Sauvignon y Tempranillo</strong> y pertenece a la <strong>Denominaci&oacute;n de Origen Ribera del Guadiana.</strong></p>
<p>Vino elaborado con un periodo de crianza de 9 meses en roble franc&eacute;s y americano.</p>
<p>Si tienes alguna duda a la hora de <strong> comprar Vino Tinto Palacio Quemado Crianza</strong>en contacto con el sumiller de nuestra tienda online que le asesorar&aacute; sin compromiso</p>",7.85,Cabernet Sauvignon|Tempranillo,Carbonicas Alvarez S.L.,2020,D.O. Ribera del Guadiana,Crianza,9 meses,Vino Tinto
VT-PALACIO-QUEMADO-ACILATES,Vinto Tinto Palacio Quemado Acilates,"<p><strong>Bodegas Palacio Quemado,</strong><span style=""font-weight: 400;""> nos presenta el </span><strong>Vino Tinto Palacio Quemado Acilates,</strong><span style=""font-weight: 400;""> con origen en las tierras de </span><strong>Ribera Del Guadiana (España)</strong><span style=""font-weight: 400;""> elaborado a partir de las variedades de uva </span><strong>Cabernet Sauvignon, Syrah y Tempranillo</strong><span style=""font-weight: 400;"">.</span></p>
<p><span style=""font-weight: 400;"">El primer paso de elaborar el </span><strong>Vino Tinto Palacio Quemado Acilates </strong><span style=""font-weight: 400;"">es la cosecha de las uvas de variedad </span><strong>Cabernet Sauvignon, Syrah y Tempranillo, </strong><span style=""font-weight: 400;"">que ocurre en las tierras de Extremadura, asegurando el sabor único de esta región de España. Siguiendo la cosecha, la </span><strong>Bodega Palacio Quemado </strong><span style=""font-weight: 400;"">empieza el proceso de fermentación utilizando barricas de roble francés. El uso de roble francés asegura que el vino tinto mantenga las características de sabor y olor de este tipo de madera. La fermentación dura 12 meses en barrica, resultando en un vino tinto reserva. El vino tinto pasa un mínimo de un año en botella para terminar el envejecimiento.</span></p>
<h2><strong>Bodegas Palacio Quemado</strong></h2>
<p><span style=""font-weight: 400;"">El origen de </span><strong>Bodegas Palacio Quemado </strong><span style=""font-weight: 400;"">ocurre en el año 1999, era un proyecto conjunto de la familia Losada Serra y la bodega de Montilla Alvear. La denominación de origen de </span><strong>Ribera Del Guadiana </strong><span style=""font-weight: 400;"">está localizada en la comunidad autónoma de Extremadura y está posicionada cerca al océano atlántico. La tierra que utiliza esta bodega es diverso, permitiendo más variedad en uvas que la bodega puede cosechar. En el año 2015, </span><strong>Bodegas Palacio Quemado </strong><span style=""font-weight: 400;"">se unió con la asociación prestigiosa de Grandes Pagos de España; la misión de esta asociación es defender y propagar la cultura de los vinos de Pago. Desde que se unieron, la </span><strong>Bodega Palacio Quemado </strong><span style=""font-weight: 400;"">sigue demostrando y manteniendo la cultura vitícola de su denominación de origen.</span><strong> </strong></p>
<p><span style=""font-weight: 400;"">Si tiene alguna duda a la hora de comprar </span><strong>Vino Tinto Palacio Quemado Acilates, </strong><span style=""font-weight: 400;"">póngase en contacto con el sumiller de nuestra tienda online y le asesorará sin compromiso.</span></p>",17.3,Cabernet Sauvignon|Tempranillo,PIFEMA S.L.,2016,V.T. Extremadura,Reserva,12 meses,Vino Tinto
VT-24Q-SAN-ANTONIO-ABAD,Vino Tinto 24Q San Antonio Abad,"<p>El vino tinto <strong>24 Q San Antonio Abad</strong> esta elaborado <strong>100% con uva Syrah</strong> y pertenece a la <strong>Denominaci&oacute;n de Origen La Mancha</strong></p>
<p>Este tinto es elaborado con un flash vinificaci&oacute;n y una Crianza de 3 meses en barrica mixta roble americano y roble franc&eacute;s.</p>
<p>Si tienes alguna duda a la hora de comprar<strong> 24 Q San Antonio Abad,</strong> p&oacute;ngase en contacto con el sumiller de nuestra tienda online que le asesorar&aacute; sin compromiso.</p>",5.85,Syrah,SAN ANTONIO ABAD SOC. COOP. DE CLM,2020,D.O. La Mancha,Crianza,3 meses,Vino Tinto
VT-ARZUAGA-CRIANZA-BOTELLA-9-LITROS,Vino Tinto Arzuaga Crianza Botella 9 litros,"<p>VINO TINTO ARZUAGA CRIANZA BOTELLA 9 LITROS</p>
<div>El vino tinto Arzuaga Crianza Botella 9 litrosest&aacute; elaborado con Tempranillo, Cabernet Sauvignon y Merlot. Pertenece a la D.O. Ribera del Duero.</div>
<div>&nbsp;</div>
<div>Este vino ha tenido una crianza de 16 meses en barricas de roble, 50% Franc&eacute;s y 50% Americano.</div>
<div>&nbsp;</div>
<div>Servir este vino a una temperatura entre 16&ordm; y 18&ordm;.</div>
<div>&nbsp;</div>
<div>MARIDAJE DEL VINO TINTO ARZUAGA CRIANZA:</div>
<div>&nbsp;</div>
<div>Est&aacute; especialmente recomendado para cordero, carnes rojas, caza menor...</div>
<div>&nbsp;</div>
<div>NOTA DE CATA VINO TINTO ARZUAGA CRIANZA:&nbsp;</div>
<div>&nbsp;</div>
<div>Vista: En vista se presenta color rojo picota. Limpio y brillante.</div>
<div>&nbsp;</div>
<div>Nariz: En nariz se presenta con aroma a fruta negra. Notas a especies, tostados, chocolate...</div>
<div>&nbsp;</div>
<div>Boca: En boca se presenta sabroso y carnoso. Entrada por boca intensa y amplia.</div>
<div>&nbsp;</div>
<div>Graduaci&oacute;n Alcoh&oacute;lica de El Vino Tinto Arzuaga Crianza Magnum: 13.50 grados</div>
<div>&nbsp;</div>
<div>Si tiene alguna duda a la hora de comprar Vino tinto Arzuaga Crianza Magnum, p&oacute;ngase en contacto con el sumiller de nuestra tienda online de vinos y le asesorar&aacute; sin compromiso.</div>
<p>&nbsp;</p>",310.0,Tempranillo,BODEGAS ARZUAGA NAVARRO S.L.,2018,D.O. Ribera del Duero,Crianza,16 meses,Vino Tinto
VB-ECOLOGICO-TRES-PILARES,Vino Blanco Gala Ecológico,"<p>El <strong>Vino Blanco Ecol&oacute;gico Gala</strong> est&aacute; elaborado con uva de la variedad  <strong>100% de verdejo por la Bodega Tres Pilares,</strong>  pertenece a la <strong>Denominaci&oacute;n de Origen Rueda.</strong></p>
<p>Si tienes alguna duda a la hora de comprar este <strong>Vino Blanco Ecol&oacute;gico Gala Tres Pilares</strong>, p&oacute;ngase en contacto con el sumiller de nuestra tienda online que le asesorar&aacute; sin compromiso</p>",6.65,Verdejo,BODEGA TRES PILARES SDAD COOP,2018,D.O. Rueda,Joven,Sin paso por barrica,Vino Blanco
VT2PIR,Vino Tinto Balbás Barrica Magnum,"<p><strong>Vino tinto Balb&aacute;s Barrica Magnum</strong></p>
<p>&nbsp;</p>
<div>El vino tinto Balb&aacute;s Roble Barrica Magnum est&aacute; elaborado con uva&nbsp;<strong>tempranillo 100%</strong>. Bodegas Balb&aacute;s con cerca de 25 a&ntilde;os de antig&uuml;edad, est&aacute; enclavada en la&nbsp;<strong>D.O. Ribera del Duero</strong>.&nbsp;5<strong>&nbsp;meses de permanencia en barrica</strong>&nbsp;de roble americano.</div>
<div>&nbsp;</div>
<div>&nbsp;</div>
<div>Es un vino fresco, rico, con taninos suaves, agradable y equilibrado.</div>
<div>&nbsp;</div>
<div>&nbsp;</div>
<div>Servir este vino a una temperatura entre 16&ordm; y 18&ordm;.</div>
<div>&nbsp;</div>
<div>&nbsp;</div>
<div>Graduaci&oacute;n Alcoh&oacute;lica de El Vino Tinto Balb&aacute;s Barrica Magnum: 14 grados</div>
<div>&nbsp;</div>
<div>&nbsp;</div>
<div>Si tiene alguna duda a la hora de&nbsp;<strong>comprar Vino tinto Balb&aacute;s Barrica Magnum</strong>, p&oacute;ngase en contacto con el sumiller de nuestra tienda online de vinos y le asesorar&aacute; sin compromiso.</div>",16.88,Tempranillo,Bodegas Balbás S.L.,2021,D.O. Ribera del Duero,Roble,5 meses,Vino Tinto
VT-CRI-GARMON,Vino Tinto Garmon Crianza,"<p><strong>Vino Tinto Crianza Garmon</strong></p>
<p>Este vino pertenece a Bodegas Garmon Continental, el nuevo proyecto de los dueños de Mauro y San Roman, la familia Garcia, lo que es una garantia de calidad y saber hacer.</p>
<p>Este <strong>Vino Tinto Crianza Garmon</strong> es elaborado con <strong>100% de Tempranillo</strong> y pertenece a la <strong>Denominación de Origen Ribera del Duero.</strong></p>
<p>Realiza la crianza en barrica de roble francés durante 16 meses.</p>
<p>Si tienes alguna duda a la hora de comprar <strong>Vino Tinto Crianza Garmon</strong>, póngase en contacto con el sumiller de nuestra tienda online que le asesorará sin compromiso.</p>",33.95,Tempranillo,Carbonicas Alvarez S.L.,2017,D.O. Ribera del Duero,Crianza,16 meses,Vino Tinto
VT-JACOBUS-COMENGE,Vino Tinto Jacobus Comenge,"<p><strong>Vino Tinto Jacobus Comenge</strong></p>
<p>Este <strong>Vino Tinto Jacobus Comenge</strong> es elaborado con <strong>100% de Tempranillo</strong> y proviene de <strong>Espa&ntilde;a.</strong></p>
<p>Para la fermentaci&oacute;n se emplea levadura propia, seleccionada, incidiendo en la filosof&iacute;a de respeto m&aacute;ximo por el terru&ntilde;o. La crianza se ha realizado en roble franc&eacute;s durante 30 meses.</p>
<p>Si tienes alguna duda a la hora de comprar <strong>Vino Tinto Jacobus Comenge</strong>, p&oacute;ngase en contacto con el sumiller de nuestra tienda online que le asesorar&aacute; sin compromiso.</p>",178.6,Merlot|Tempranillo,Carbonicas Alvarez S.L.,2014,D.O. Ribera del Duero,Gran Reserva,42 meses,Vino Tinto
