manufacturer,product name,precio iva incluido,stock,product url,category,product ID,aÃ±ada,formato,Tipo de Crianza,ean,meses en barrica,Proveedor,uvas,sku,Denominacion de Origen,tipo de vino,tipo de destilado,tipo de tequila,Estilo de cerveza,Tipo de cereal de la cerveza,Estilo de Ginebra,Familia de cerveza,Tipo de Whisky,Tipo de Champagne,Tipo de Gourmet,Medida,Volumen de medida,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32
Mureda,Vino Blanco Mureda Chardonnay,6.35,1,https://vinopremier.com/vino-blanco-mureda-chardonnay.html,Â¡Vinos por menos de 10â‚¬ para triunfar!,4816,2020,75.0,Joven,8437008496115,Sin paso por barrica,MUREDA ALIMENTACION S.L.,Chardonnay,VB-MUREDA-CHARDONNAY, La Mancha, Blanco,,,,,,,,,,cl.,75,,,,,
Bodegas Aragonesas,Vino Tinto Coto de Hayas Joven Magnum,12.04,1,https://vinopremier.com/vino-tinto-coto-de-hayas-joven-magnum.html,D.O. Campo de Borja,4824,2018,1.5,Joven,8411528002049,,"La Fama Licores, S.L.U",Garnacha,Syrah,VT-COTO-DE-HAYAS-JOVEN-MAGNUM,D.O. Campo de Borja,Vino Tinto,,,,,,,,,,L.,1.5,,,,
Vining,Vino Tinto Torbreck Woodcutters Shiraz,33.28,1,https://vinopremier.com/vino-tinto-torbreck-woodcutters-shiraz.html,Vinos Para Halloween - 15%,4842,2015,75.0,Roble,9333343001047,12 ,"Vining Representaciones, S.L.",Syrah,VT-TORBRECK-WOODCUTTERS-SHIRAZ,Barossa Valley - Australia, Tinto,,,,,,,,,,cl.,75,,,,,
Vining,Vino Blanco Marlborough Sounds Sauvignon Blanc,21.54,1,https://vinopremier.com/vino-blanco-marlborough-sounds-sauvignon-blanc.html,Vino Blanco,4844,2021,75.0,,5060152090903,,"Vining Representaciones, S.L.",Sauvignon Blanc,VB-MARLBOROUGH-SOUNDS-SAUVIGNON-BLANC,Marlborough - Nueva Zelanda, Blanco,,,,,,,,,,cl.,75,,,,,
,Vino Blanco Impromptu Sauvignon Blanc Magnum,58.08,1,https://vinopremier.com/vino-blanco-impromptu-sauvignon-blanc-magnum.html,Vino Blanco,4891,2014,1.5,,8437008397139,,BODEGAS HISPANO SUIZAS S.L.,Sauvignon Blanc,VB-IMPROMPTU-SAUVIGNON-BLANC-MAGNUM, Utiel Requena, Blanco,,,,,,,,,,L.,1.5,,,,,
Nubori,Vino Tinto Nubori Crianza ,10.41,1,https://vinopremier.com/vino-tinto-crianza-nubori.html,Tempranillo,4929,2018,75.0,Crianza,8437012615113,,"SOVISUR, S.A.U.",Tempranillo,VT-CRIANZA-NUBORI,C. Rioja, Tinto,,,,,,,,,,cl.,75,,,,,
Vanidoso,Vino Tinto Vanidoso,4.05,1,https://vinopremier.com/vino-tinto-vanidoso.html,V.T. Castilla y LeÃ³n,4973,,75.0,,8436009581301,,Carbonicas Alvarez S.L.,Tempranillo,VT- VANIDOSO,V.T. Castilla y LeÃ³n, Tinto,,,,,,,,,,cl.,75,,,,,
,Vino Blanco Diamante,6.35,1,https://vinopremier.com/vino-blanco-diamante.html,Vinos,4994,Sin AÃ±ada,75.0,,8410106023254,,Carbonicas Alvarez S.L.,MalvasÃ­a,Viura,VB-DIAMANTE,D.O.C. Rioja,Vino Blanco,,,,,,,,,,cl.,75,,,,
Lagar de Besada,Gelee de BaladiÃ±a,6.93,1,https://vinopremier.com/gelee-de-baladi-a.html,Vinos Para Halloween - 15%,5004,,125.0,,8437001753567,,"Lagar De Besada, S.L.",,MERMELADABALADINA,,Gourmet,,,,,,,,,Dulces y Mermeladas,,,,,,,
Castillo de Sajazarra,Vino Tinto Castillo de Sajazarra Reserva Magnum,47.13,1,https://vinopremier.com/vino-tinto-castillo-de-sajazarra-reserva-magnum.html,Variedades de uva,5032,2017,1.5,Reserva,8425278001108,24 ,"Bodegas SeÃ±orio de Libano, S.A.",Tempranillo,VT-CASTILLO-DE-SAJAZARRA-RESERVA-MAGNUM,C. Rioja, Tinto,,,,,,,,,,L.,1.5,,,,,
Cunqueiro,Vino Tinto AnciÃ±o Bord,5.87,1,https://vinopremier.com/vino-tinto-ancino-bord.html,MencÃ­a,5035,2021,75.0,Joven,8425708101033,,"Bodegas Cunqueiro, S.L.",MencÃ­a,VT-ANCINO-BORD, Ribeiro, Tinto,,,,,,,,,,cl.,75,,,,,
Castillo de Sajazarra,Vino Tinto Digma Tempranillo Reserva,42.96,1,https://vinopremier.com/vino-tinto-digma-reserva.html,Variedades de uva,5036,2019,75.0,Reserva,8425278000804,18 ,"Bodegas SeÃ±orio de Libano, S.A.",Tempranillo,VT-DIGMA-RESERVA,C. Rioja, Tinto,,,,,,,,,,cl.,75,,,,,
Castillo de Sajazarra,Vino Tinto Digma Graciano Reserva,42.96,1,https://vinopremier.com/vino-tinto-digma-reserva-graciano.html,Variedades de uva,5042,2014,75.0,Reserva,8425278000804,18 ,"Bodegas SeÃ±orio de Libano, S.A.",Graciano,VT-DIGMA-AUTOR-GRACIANO,C. Rioja, Tinto,,,,,,,,,,cl.,75,,,,,
Hispano-Suizas,Vino Blanco Impromptu Sauvignon Blanc,31.46,1,https://vinopremier.com/vino-blanco-impronptu-sauvignon-blanc.html,Vinos Para Halloween - 15%,5056,2022,75.0,,8437008397016,,BODEGAS HISPANO SUIZAS S.L.,Sauvignon Blanc,VB-IMPROMPTU-SAUVIGNON-BLANC, Utiel Requena, Blanco,,,,,,,,,,cl.,75,,,,,
RodrÃ­guez Sanzo,Vino Blanco Sanzo Sobre LÃ­as,15.61,1,https://vinopremier.com/vino-blanco-sanzo-sobre-lias.html,EspaÃ±a,5084,2019,75.0,Fermentado en Barrica,8435328700370,9 ,"Rodriguez Sanzo, S.L.",Verdejo,VB-SANZO-SOBRE-LIAS, Rueda, Blanco,,,,,,,,,,cl.,75,,,,,
Covila,Vino Tinto Covila,4.78,1,https://vinopremier.com/vino-tinto-covila.html,EspaÃ±a,5096,2021,75.0,,8429752000014,,"Sociedad Cooperativa Vinicola Lapuebla de Labarca, L.T.D.",Tempranillo,VT-COVILA,C. Rioja, Tinto,,,,,,,,,,cl.,75,,,,,
Sonsierra,Vino Tinto Sonsierra Crianza Vendimia Seleccionada,10.77,1,https://vinopremier.com/vino-tinto-sonsierra-crianza-vendimia-seleccionada.html,Black Friday - Vinopremier,5214,2015,75.0,Crianza,8413061511125,12 ,BODEGAS SONSIERRA,Tempranillo,VT-SONSIERRA-CRIANZA-VENDIMIA,C. Rioja, Tinto,,,,,,,,,,cl.,75,,,,,
,Vino Tinto Sonsierra Reserva,14.76,1,https://vinopremier.com/vino-tinto-sonsierra-reserva.html,Tempranillo,5216,2014,75.0,Crianza,8413061611115,12 ,BODEGAS SONSIERRA,Tempranillo,VT-SONSIERRA-RESERVA,C. Rioja, Tinto,,,,,,,,,,cl.,75,,,,,
Biniagual bodegas,Vino Blanco Biniagual DolÃ§,18.76,1,https://vinopremier.com/vino-blanco-biniagual-dolc.html,Vino Blanco,5239,2012,75.0,Joven,8437009560105,,VINICOLA BINIAGUAL S.L.,Moscatel de AlejandrÃ­a,VB-BINIGUAL-DOLC, Binissalem Mallorca, Blanco,,,,,,,,,,cl.,75,,,,,
Amezola de la Mora,Vino Blanco IÃ±igo AmÃ©zola Gran Reserva,21.18,1,https://vinopremier.com/vino-blanco-inigo-amezola-gran-reserva.html,Black Friday - Vinopremier,5330,2010,75.0,Crianza,8420313199154,5 ,BODEGAS AMEZOLA DE LA MORA S.A,Viura,VB-INIGO-AMEZOLA-GRAN-RESERVA,C. Rioja, Blanco,,,,,,,,,,cl.,75,,,,,
Cabra Loca,Vino Blanco Cabra Loca,10.41,1,https://vinopremier.com/vino-blanco-cabra-loca.html,Los MÃ¡s Vendidos del aÃ±o,5367,2022,75.0,Joven,8412934361331,Sin paso por barrica,SERVICIOS AGRARIOS MONTEAGUDO SL,Verdejo,VB-CABRA-LOCA, Rueda, Blanco,,,,,,,,,,cl.,75,,,,,
Reboreda de MorgadÃ­o,Vino Blanco Gran Reboreda,20.57,1,https://vinopremier.com/vino-blanco-gran-reboreda.html,Vinos Para Halloween - 15%,5383,2016,75.0,Joven,8414313000060,,BODEGAS CAMPANTE,Xarel-lo,VB-GRAN-REBOREDA, Ribeiro, Blanco,,,,,,,,,,cl.,75,,,,,
Barbadillo,Vino Blanco Barbadillo Semidulce Maestrante,5.81,1,https://vinopremier.com/vino-blanco-semidulce-maestrante.html,V.T. CadÃ­z,5413,2022,75.0,,8410061210447,,BARBADILLO S.L.,Palomino Fino,VB-SD-MAESTRANTE,V.T. CÃ¡diz, Blanco,,,,,,,,,,cl.,75,,,,,
Pirineos,Vino Blanco Montesierra,4.78,1,https://vinopremier.com/vino-blanco-montesierra.html,Â¡Vinos por menos de 10â‚¬ para triunfar!,5418,2019,75.0,,8420906079306,,BARBADILLO S.L.,Chardonnay,Macabeo,VB-MONTESIERRA,D.O. Somontano,Vino Blanco,,,,,,,,,,cl.,75,,,,
Pirineos,Vino Tinto Montesierra,4.78,1,https://vinopremier.com/vino-tinto-montesierra.html,D.O. Somontano,5422,2020,75.0,,8420906059308,,BARBADILLO S.L.,Cabernet Sauvignon,Merlot,Tempranillo,VT-MONTESIERRA,D.O. Somontano,Vino Tinto,,,,,,,,,,cl.,75,,,
Vega Real,Vino Blanco Vega Real Finca El Empecinado Verdejo,7.32,1,https://vinopremier.com/vino-blanco-vega-real-verdejo.html,Â¡Vinos por menos de 10â‚¬ para triunfar!,5426,2022,75.0,,8437001981519,,BARBADILLO S.L.,Verdejo,VB-VEGA-REAL-VERDEJO, Rueda, Blanco,,,,,,,,,,cl.,75,,,,,
Pirineos,Vino Tinto SeÃ±orÃ­o de LazÃ¡n Crianza,8.35,1,https://vinopremier.com/vino-tinto-se-orio-de-lazan-crianza.html,D.O. Somontano,5435,2019,75.0,,8420906240010,,BARBADILLO S.L.,Cabernet Sauvignon,Merlot,Tempranillo,PILACR,D.O. Somontano,Vino Tinto,,,,,,,,,,cl.,75,,,
,Vino Blanco GewÃ¼rztraminer Pirineos,11.5,1,https://vinopremier.com/vino-blanco-pirineos-gewurztraminer-pirineos-seleccion.html,GewÃ¼rztraminer,5443,2019,75.0,,8420906340604,,,GewÃ¼rztraminer,VBPISEGE, Somontano, Blanco,,,,,,,,,,cl.,75,,,,,
Barbadillo,Vino Solear Manzanilla 37.5cl,4.6,1,https://vinopremier.com/vino-blanco-solear-manzanilla-37-5cl.html,Palomino Fino,5447,Sin AÃ±ada,37.5,,8410061220309,,BARBADILLO S.L.,Palomino Fino,VB-SOLEAR-MANZANILLA-37.5CL, Jerez-XÃ©rÃ¨s-Sherry, Blanco,,,,,,,,,,cl.,37.5,,,,,
Fontana,Vino Tinto Dueto de Fontana,29.46,1,https://vinopremier.com/vino-tinto-dueto-de-fontana.html,Vinos Para Halloween - 15%,5458,2004,75.0,Crianza,8437001429165,14 ,"PENINSULA VINICULTORES, S.L",Cabernet Sauvignon,Merlot,DUETODEFONTAN,D.O. UclÃ©s,Vino Tinto,,,,,,,,,,cl.,75,,,,
Finca RÃ­o Negro,Vino Tinto 992 Finca RÃ­o Negro,13.73,1,https://vinopremier.com/vino-tinto-992-finca-rio-negro.html,Tempranillo,5461,2019,75.0,Roble,8437010752285,7 ,PIFEMA S.L.,Cabernet Sauvignon,Merlot,Syrah,Tempranillo,VT-992-FINCA-RIO-NEGRO,V.T. Castilla y LeÃ³n,Vino Tinto,,,,,,,,,,cl.,75,,
Finca RÃ­o Negro,Vinto Tinto Finca Rio Negro,21.36,1,https://vinopremier.com/vino-tinto-finca-rio-negro.html,Syrah,5462,2017,75.0,,8437010752315,,PIFEMA S.L.,Cabernet Sauvignon,Merlot,Syrah,VT-FINCA-RIO-NEGRO,IGP Vino de la Tierra de Castilla,Vino Tinto,,,,,,,,,,cl.,75,,,
,Vino Blanco Pazo San Mauro,20.99,1,https://vinopremier.com/vino-blanco-pazo-de-san-mauro.html,El Mejor Regalo para PAPÃ,5496,2022,75.0,Joven,8429345043084,,IMPORTACIONES Y EXPORTACIONES VARMA SA,AlbariÃ±o,VB-PAZO-DE-SAN-MAURO, Rias Baixas, Blanco,,,,,,,,,,cl.,75,,,,,
Leyenda del Paramo,Vino Blanco El Rescatado AlbarÃ­n Blanco EcolÃ³gico,8.59,1,https://vinopremier.com/vino-blanco-el-rescatado.html,V.T. Castilla y LeÃ³n,5504,2016,75.0,,8437011067333,,Leyenda del Paramo S.L,AlbarÃ­n Blanco,VBRESCATADO,V.T. Castilla y LeÃ³n, Blanco,,,,,,,,,,cl.,75,,,,,
Leyenda del Paramo,Vino Rosado El Rescatado Prieto Picudo,7.08,1,https://vinopremier.com/vino-rosado-el-rescatado-prieto-picudo.html,Prieto Picudo,5505,2018,75.0,,8437011067371,,Leyenda del Paramo S.L,Prieto Picudo,VRRESCATADO,V.T. Castilla y LeÃ³n, Rosado,,,,,,,,,,cl.,75,,,,,
Leyenda del Paramo,Vino Tinto El MÃ©dico 50cl,13.92,1,https://vinopremier.com/vino-tinto-el-medico-50cl.html,D.O. Tierra de LeÃ³n,5506,2014,50.0,Crianza,8437011067432,9 ,Leyenda del Paramo S.L,Prieto Picudo,VTMEDICO50,  LeÃ³n, Tinto,,,,,,,,,,cl.,50,,,,,
Leyenda del Paramo,Vino Tinto El Rescatado Prieto Picudo,8.59,1,https://vinopremier.com/vino-tinto-el-rescatado.html,Prieto Picudo,5508,2015,75.0,Roble,8437011067289,3 ,Leyenda del Paramo S.L,Prieto Picudo,VTRESCATADO,V.T. Castilla y LeÃ³n, Tinto,,,,,,,,,,cl.,75,,,,,
Leyenda del Paramo,Vino Tinto El Aprendiz Prieto Picudo 50cl,6.23,1,https://vinopremier.com/vino-tinto-el-aprendiz-prieto-picudo-50cl.html,Prieto Picudo,5510,2019,50.0,Roble,8437011067418,3 ,Leyenda del Paramo S.L,Prieto Picudo,APREN201450,  LeÃ³n, Tinto,,,,,,,,,,cl.,50,,,,,
Leyenda del Paramo,Vino Tinto El Aprendiz Prieto Picudo Magnum,18.88,1,https://vinopremier.com/vino-tinto-el-aprendiz-prieto-picudo-magnum.html,Prieto Picudo,5511,2016,1.5,Roble,8437011067494,3 ,Leyenda del Paramo S.L,Prieto Picudo,VTAPREND150,  LeÃ³n, Tinto,,,,,,,,,,L.,1.5,,,,,
Leyenda del Paramo,Vino Blanco Flor del PÃ¡ramo,5.45,1,https://vinopremier.com/vino-blanco-flor-del-paramo.html,V.T. Castilla y LeÃ³n,5512,2021,75.0,,8437011067005,,Leyenda del Paramo S.L,Verdejo,VBFLORDELPARAMO,V.T. Castilla y LeÃ³n, Blanco,,,,,,,,,,cl.,75,,,,,
Pago de Cirsus,Vino Blanco Pago de Cirsus Moscatel,22.14,1,https://vinopremier.com/vino-blanco-dulce-moscatel.html,Moscatel,5517,2008,75.0,Crianza,8436553140153,14 ,"Atocha Vallecas, S.L.",Moscatel,VB-DULCE-MOSCATEL, Navarra, Blanco,,,,,,,,,,cl.,75,,,,,
Pago de Cirsus,Vino Tinto Pago de Cirsus Seco CuvÃ©e Especial,16.46,1,https://vinopremier.com/vino-tinto-pago-de-cirsus-cuvee-especial.html,Syrah,5518,2017,75.0,Crianza,8436553140061,14 ,"Atocha Vallecas, S.L.",Merlot,Syrah,Tempranillo,VT-PAGO-DE-CIRSUS-SECO-CUVEE-ESPECIAL,D.O. Navarra,Vino Tinto,,,,,,,,,,cl.,75,,,
Pago de Cirsus,Vino Rosado Pago de Cirsus Seco Gran CuvÃ©e Especial,10.77,1,https://vinopremier.com/vino-rosado-pago-de-cirsus-seco-gran-cuvee-especial.html,Argataca,5523,2022,75.0,Roble,8436553140030,3 ,"Atocha Vallecas, S.L.",Syrah,Tempranillo,VR-SECO-GRAN-CUVEE-ESEPECIAL,D.O. Navarra,Vino Rosado,,,,,,,,,,cl.,75,,,,
,Vino Blanco Diego Seco Bermejo,18.14,1,https://vinopremier.com/vino-blanco-diego-seco-bermejo.html,D.O. Lanzarote,5533,2018,75.0,,8437002995126,,"Atocha Vallecas, S.L.",,VB-DIEGO-SECO-BERMEJO, Lanzarote, Blanco,,,,,,,,,,cl.,75,,,,,
LadrÃ³n de Lunas,Vino Blanco La Obejita VerdeÂ ,5.32,1,https://vinopremier.com/vino-blanco-la-obejita-verde.html,D.O. Utiel Requena,5546,2022,75.0,,8436565340015,,"SPENLY PARTNERS SPIRITS, S.L.",Verdejo,VB-LA-OBEJITA-VERDE, Utiel Requena, Blanco,,,,,,,,,,cl.,75,,,,,
Valbusenda,Vino Blanco Valbusenda Verdejo FB,22.87,1,https://vinopremier.com/vino-blanco-valbusenda-verdejo.html,Vinos Para Halloween - 15%,5752,2019,75.0,Fermentado en Barrica,No Disponible,5 ,ZAMODIET S.A,Verdejo,VB-VALBUSENDA-VERDEJO, Toro, Blanco,,,,,,,,,,cl.,75,,,,,
Valbusenda,Vino Tinto Valbusenda Abios Crianza,15.49,1,https://vinopremier.com/vino-tinto-valbusenda-crianza.html,Variedades de uva,5754,2018,75.0,Crianza,No Disponible,12 ,ZAMODIET S.A,Tinta de Toro,VTVALBUSENDAC, Toro, Tinto,,,,,,,,,,cl.,75,,,,,
Valbusenda,Vino Tinto Valbusenda Cepas Viejas,50.82,1,https://vinopremier.com/vino-tinto-valbusenda-cepas-viejas.html,D.O. Toro,5756,2012,75.0,Reserva,No Disponible,20 ,ZAMODIET S.A,Tinta de Toro,VT-VALBUSENDA-CEPAS-VIEJAS, Toro, Tinto,,,,,,,,,,cl.,75,,,,,
Sabores y Sentidos de Salamanca,Aceite de Oliva Virgen Extra Abade 250ml,6.59,1,https://vinopremier.com/aceite-de-oliva-virgen-extra-abade-250ml.html,Aceites Gourmet,5757,,250.0,,8414606479863,,JOSE CORREDERA SANCHEZ,,ACEITE-ABADE-250ml,,Gourmet,,,,,,,,,Aceites de Oliva,,,,,,,
Sabores y Sentidos de Salamanca,Aceite de Oliva Virgen Extra Arribera 500ml,8.65,1,https://vinopremier.com/aceite-de-oliva-virgen-extra-arribera-500ml.html,Aceites Gourmet,5760,,500.0,,8414606479856,,JOSE CORREDERA SANCHEZ,,ACEITE-ARRIBERA-500ml,,Gourmet,,,,,,,,,Aceites de Oliva,,,,,,,
MG Wines Group,Vino Tinto Mo Salinas Magnum,13.25,1,https://vinopremier.com/vino-tinto-mo-salinas-monastrell-magnum.html,Vinos Para Halloween - 15%,5796,2017,1.5,Joven,8437006641067,4 ,MG Wines Group S.L.,Garnacha Tintorera,VINO-TINTO-MO-SALINAS-MONASTRELL-MAGNUM, Alicante, Tinto,,,,,,,,,,L.,1.5,,,,,
,Vino Blanco Navamonte Verdejo,7.74,1,https://vinopremier.com/vino-blanco-navamonte-verdejo.html,Â¡Vinos por menos de 10â‚¬ para triunfar!,5808,2016,75.0,Joven,No Disponible,Sin paso por barrica,VITIVINICOLA DE NAVA DEL REY SL,,IT-VB-NAVAMONTE-VERDEJO, Rueda, Blanco,,,,,,,,,,cl.,75,,,,,
Vin DorÃ©,Vino Espumoso Vin DorÃ© 24K Brut Imperial,482.79,1,https://vinopremier.com/vino-espumoso-vin-dore-24k-brut-imperial.html,AirÃ©n,5823,Sin AÃ±ada,75.0,Joven,8437010880155,,Vin DorÃ© 24K,,VS-VIN-DORE-24K-BRUT-IMPERIAL,Sin ,Espumoso,,,,,,,,,,cl.,75,,,,,
MG Wines Group,Vino Blanco El Caire Riesling,6.9,1,https://vinopremier.com/vino-blanco-el-caire-riesling.html,Vinos Para Halloween - 15%,5843,2022,75.0,Joven,8437016256787,Sin paso por barrica,MG Wines Group S.L.,Riesling,VINO-BLANCO-MONOVAR-RIESLING,Sin , Blanco,,,,,,,,,,cl.,75,,,,,
Vitivinicola de Nava del Rey,Vino Tinto Moebius SelecciÃ³n,7.26,1,https://vinopremier.com/vino-tinto-moebius-seleccion.html,Black Friday - Vinopremier,5846,2011,75.0,Roble,No disponible,,VITIVINICOLA DE NAVA DEL REY SL,Prieto Picudo,Tempranillo,VT-MOEBIUS-SELECCION,V.T. Castilla y LeÃ³n,Vino Tinto,,,,,,,,,,cl.,75,,,,
Bodegas Familiares Matarromera,Vino Tinto Rento,56.63,1,https://vinopremier.com/vino-tinto-rento.html,EspaÃ±a,5848,2015,75.0,,8436532090233,18 ,BODEGA MATARROMERA S.L.,Tempranillo,VT-RENTO, Ribera del Duero, Tinto,,,,,,,,,,cl.,75,,,,,
Ruiz Torres,Vino Tinto Attelea Crianza,11.13,1,https://vinopremier.com/vino-tinto-attelea-crianza.html,Vinos Para Halloween - 15%,5875,2014,75.0,Crianza,8412739100012,12 ,BODEGAS RUIZ TORRES SA,Cabernet Sauvignon,Tempranillo,VT-ATTELEA-CRIANZA,D.O. Ribera del Guadiana,Vino Tinto,,,,,,,,,,cl.,75,,,,
,Cava Sierra de Guadalupe Brut,5.08,1,https://vinopremier.com/cava-sierra-de-guadalupe-brut.html,Vinos Para Halloween - 15%,5880,Sin AÃ±ada,75.0,Joven,8412739459424,,BODEGAS RUIZ TORRES SA,Chardonnay,Macabeo,CAVA-SIERRA-DE-GUADALUPE-BRUT,D.O. Cava,Espumoso,,,,,,,,,,cl.,75,,,,
,Vino Tinto Ruiz Torres Syrah Crianza Magnum,17.3,1,https://vinopremier.com/vino-tinto-ruiz-torres-syrah-crianza-magnum.html,Vinos Para Halloween - 15%,5884,2011,1.5,Roble,8412739800134,8 ,BODEGAS RUIZ TORRES SA,Syrah,VT-RUIZ-TORRES-SYRAH-CRIANZA-MAGNUM,V.T. Extremadura, Tinto,,,,,,,,,,L.,1.5,,,,,
Barbadillo,Vino Blanco de Albariza Barbadillo Castillo de San Diego,5.32,1,https://vinopremier.com/vino-blanco-castillo-de-san-diego.html,Â¡Vinos por menos de 10â‚¬ para triunfar!,5933,2022,75.0,,8410061210348,,Carbonicas Alvarez S.L.,Palomino,VB-CASTILLO-DE-SAN-DIEGO,IGP Vinos de la Tierra de CÃ¡diz, Blanco,,,,,,,,,,cl.,75,,,,,
Bodegas Valdeorite,Vino Tinto Lar de Barros Joven,15.73,1,https://vinopremier.com/vino-tinto-lar-de-barros-joven.html,Black Friday - Vinopremier,5989,2020,75.0,Joven,8420209025222,,THE WINE SUNSHINE S.L,Tempranillo,VT-LAR-DE-BARROS-JOVEN, Ribera del Guadiana, Tinto,,,,,,,,,,cl.,75,,,,,
Bodegas Valdeorite,Vino Tinto Rutas del Arte,17.67,1,https://vinopremier.com/vino-tinto-rutas-del-arte.html,V.T. Extremadura,5990,2016,75.0,,8420209025208,6 ,THE WINE SUNSHINE S.L,Syrah,Tempranillo,VT-RUTAS-DEL-ARTE,V.T. Extremadura,Vino Tinto,,,,,,,,,,cl.,75,,,,
Bodegas Valdeorite,Cava Extrem de Bonaval,19.36,1,https://vinopremier.com/cava-extrem-de-bonaval.html,Black Friday - Vinopremier,5992,Sin AÃ±ada,75.0,Reserva,8420209016138,,THE WINE SUNSHINE S.L,Macabeo,Parellada,CAVA-DE-EXTREMADURA-DO-RESERVA,D.O. Cava,Espumoso,,,,,,,,,,cl.,75,,,,
,Vino Tinto Bro Valero Petit Verdot,7.87,1,https://vinopremier.com/vino-tinto-bro-valero-petit-verdot.html,Vinos Para Halloween - 15%,6022,2018,75.0,,8437007509083,,BRO VALERO C.B,Petit Verdot,VT-BRO-VALERO-PETIT-VERDOT, La Mancha, Tinto,,,,,,,,,,cl.,75,,,,,
SGD Premium,SangrÃ­a 1968 La Gitanilla,8.47,1,https://vinopremier.com/sangria-1968-la-gitanilla.html,SangrÃ­a,6100,Sin AÃ±ada,75.0,,8437003304125,,SGD 10700 SL,,SANGRIA-LA-GITANILLA,Sin ,SangrÃ­a,,,,,,,,,,cl.,75,,,,,
Pompita,Vino Frizzante Pompita Madrid,2.36,1,https://vinopremier.com/vino-frizzante-pompita-madrid.html,Black Friday - Vinopremier,6136,Sin AÃ±ada,75.0,Joven,8436043586355,,MESSUM EXPORT S.L,Macabeo,SANGRIA-POMPITA-MADRID,Sin ,Espumoso,,,,,,,,,,cl.,75,,,,,
Casa del LÃºculo,Vino Tinto CÃ¡tulo Red Blend EcolÃ³gico,7.14,1,https://vinopremier.com/vino-tinto-catulo-red-blend-ecologico.html,Green Friday - Vinos EcolÃ³gico y Veganos,6145,2021,75.0,Joven,8437004204516,Sin paso por barrica,Axial Globalizacion de Vinos S.L.,Garnacha,VTCATREDBLEND, Navarra, Tinto,,,,,,,,,,cl.,75,,,,,
Felix Sanz,Vino Blanco CimbrÃ³n Rueda Verdejo SelecciÃ³n,10.89,1,https://vinopremier.com/vino-blanco-cimbron-rueda-verdejo-seleccion.html,EspaÃ±a,6173,2021,75.0,,8428816004005,,"BODEGAS FELIX SANZ, S.L.",Verdejo,VB-CIMBRON-RUEDA-VERDEJO-SELECCION, Rueda, Blanco,,,,,,,,,,cl.,75,,,,,
FerrÃ© I CatasÃºs ,Vino Espumoso Tarat Shhhhhh,9.44,1,https://vinopremier.com/vino-espumoso-tarat-shhhhh.html,Black Friday - Vinopremier,6184,Sin AÃ±ada,75.0,Joven,8437003281525,,FERRE I CATASU S.L,Syrah,VE-TARAT-SHHHHH, Penedes,Espumoso,,,,,,,,,,cl.,75,,,,,
FerrÃ© I CatasÃºs ,Vino Blanco Somiatruites,11.56,1,https://vinopremier.com/vino-blanco-somiatruites.html,D.O. PenedÃ©s,6190,2016,75.0,,8437003281044,,FERRE I CATASU S.L,Chardonnay,MalvasÃ­a,VB-SOMIATRUITES,D.O. Penedes,Vino Blanco,,,,,,,,,,cl.,75,,,,
,Vino Blanco AmanÃ© Sauvignon Blanc (OrgÃ¡nico),14.4,1,https://vinopremier.com/vino-blanco-amane-sauvignom-blanc-organico.html,Black Friday - Vinopremier,6207,2016,75.0,,8437008657851,,"ESPASIA SINERGY DISTRIBUTION, S.L",Sauvignon Blanc,VB-AMANE-SAUVIGNON-BLANC-ORGANICO, Alicante, Blanco,,,,,,,,,,cl.,75,,,,,
Zinio Bodegas,Vino Rosado LÃ¡grimas de MarÃ­a Tempranillo,6.9,1,https://vinopremier.com/vino-rosado-lagrimas-de-maria-tempranillo.html,Viura,6216,2021,75.0,Joven,8429766261609,Sin paso por barrica,"Bodegas Patrocinio, S.C.L.",Garnacha,Mazuelo,Tempranillo,Tempranillo Blanco,Viura,VINO-ROSADO-LAGRIMASDEMARIA-TEMPRANILLO,D.O.C. Rioja,Vino Rosado,,,,,,,,,,cl.,75,
Zinio Bodegas,Vino Tinto LÃ¡grimas de MarÃ­a Joven,7.68,1,https://vinopremier.com/vino-tinto-lagrimas-de-maria-joven.html,EspaÃ±a,6217,2021,75.0,,8429766261005,,"Bodegas Patrocinio, S.C.L.",Tempranillo,VINO-TINTO-LAGRIMASDEMARIA-JOVEN,C. Rioja, Tinto,,,,,,,,,,cl.,75,,,,,
MG Wines Group,Vino Tinto Ternario 1 Vegano - OrgÃ¡nico,11.74,1,https://vinopremier.com/vino-tinto-ternario-uno-joven-organico.html,Vinos Para Halloween - 15%,6219,2019,75.0,Joven,8437006260183,Sin paso por barrica,MG Wines Group S.L.,Garnacha Tintorera,VINO-TINTO-TERNARIO-UNO-ORGANICO, Almansa, Tinto,,,,,,,,,,cl.,75,,,,,
,Vino Tinto Emilio Clemente Crianza,8.47,1,https://vinopremier.com/vino-tinto-emilio-clemente-crianza.html,Black Friday - Vinopremier,6222,2011,75.0,Crianza,8437003052484,12 ,SAT 7237 FINCA CABALLERO,Bobal,Cabernet Sauvignon,Merlot,Tempranillo,VINO-TINTO-EMILIO-CLEMENTE-CRIANZA,D.O. Utiel Requena,Vino Tinto,,,,,,,,,,cl.,75,,
